Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Variant Inventory Qty,Metafield: custom.doctors_take [multi_line_text_field]
eyegiene-starter-system-1-mask-10-pairs-of-inserts,EyeGiene Starter System (1 mask & 10 pairs of Inserts),"<div data-mce-fragment=""1"" class=""col-md-5 mb-4 mb-lg-0"">
<p data-mce-fragment=""1""><span style=""color: #6f5091;""><strong>EyeGiene® No Microwave/No Boiling</strong></span></p>
<p>Lightweight, NO-Microwave Instant Heating wafer which inserting into the mask. Optimal Heat for MGD for 15-25 minutes. Perfect for Sleeping and Treating at the same time.</p>
<p data-mce-fragment=""1"">The EyeGiene® Insta-Warmth System applies calibrated warmth to your eyelid, opening the meibomian gland and thinning the oil. This facilitates flow and stabilizes the natural tear film, allowing the tear film to function normally.</p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">CONVENIENT, EASY TO USE, &amp; EFFECTIVE DRY EYE RELIEF use anytime, anywhere, without need for microwave, hot water, or stove (no mess or fuss)</span></li>
<li><span class=""a-list-item"">Helps relieve discomfort of EYE FATIGUE and computer EYE STRAIN</span></li>
<li><span class=""a-list-item"">SOOTHING, COMFORTABLE HEAT THAT LASTS. It feels like a spa treatment for your eyes!</span></li>
<li><span class=""a-list-item"">SAFE, NATURAL TREATMENT FOR dry eyes, blepharitis, and styes. FDA reviewed treatment invented by board-certified ophthalmologist.</span></li>
<li><span class=""a-list-item"">REUSABLE Eye Mask and 10 disposable Warming Wafer pairs</span></li>
</ul>
<p><br></p>
<p>EyeGiene® began with a simple vision: providing safe and natural relief to sufferers of dry eye. Board Certified Ophthalmologist Barry J. Linder MD, MS, knew the benefits of heat therapy as a treatment for dry eye disease but realized it was not an accessible option to all patients. Dr. Linder set out to address this problem with the creation of the EyeGiene® Insta-Warmth System.</p>
<p>Our system is uniquely portable and convenient, allowing patients to experience precision heat therapy without needing to boil water or use of a microwave. Today, patients all over the world find dry eye relief through the EyeGiene® Insta-Warmth System.</p>
<p data-mce-fragment=""1""><br></p>
</div>
<div data-mce-fragment=""1"" class=""col-md-7 d-flex align-items-center justify-content-center text-center"">
<p data-mce-fragment=""1""><br></p>
</div>
<iframe src=""https://www.youtube.com/embed/MQH0yDup0y4"" height=""720"" width=""1280"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe>",Eyecare Center - Keratoconus,,Eye Masks,"custom dry eye kits, Eye Masks, Eyegiene, Kopy, Non Microwave Mask, Quickshop, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER264,0.0,shopify,continue,manual,24.95,28.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eye-giene-mask-cir-a-2-224694.png?v=1696549025,1,EyeGiene Starter System (1 mask & 10 pairs of Inserts) - Dry Eye Treatment,false,EyeGiene Starter System (1 mask & 10 pairs of Inserts),Buy EyeGiene Starter System (1 mask & 10 pairs of Inserts) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eye-giene-mask-cir-a-2-224694.png?v=1696549025,kg,,,active,10,
eyegiene-starter-system-1-mask-10-pairs-of-inserts,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eye-giene-mask-cir-a-427643.png?v=1696549025,2,EyeGiene Starter System (1 mask & 10 pairs of Inserts) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
eyegiene-starter-system-1-mask-10-pairs-of-inserts,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eye-giene-wipes-cir-b-671134.png?v=1696549025,3,EyeGiene Starter System (1 mask & 10 pairs of Inserts) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
cliradex-light-foam-eyelash-eyelid-cleanser-tea-tree-oil-extract-foam,Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil Extract Foam,"<p><span style=""color: #6f5091;""><strong>Cliradex Light Foam Single</strong></span></p>
<p><b><span style=""color: #6f5091;"">What it is:</span> </b><span style=""font-weight: 400;"">Cliradex Light Foam is a natural, preservative-free lid, lash and facial foaming cleanser formulated with 4-Terpineol (T4O). </span>Ocular irritation, inflammation, and lid margin disease are associated with poor eyelid hygiene. Unlike traditional cleansers derived from man-made chemicals, Cliradex Light is a natural way to keep the eyelids and skin clean, comfortable and healthy. Cliradex Light is ideal for preventative care, everyday ocular hygiene, and mild-to-moderate ocular irritation.</p>
<p><span style=""color: #6f5091;""><b>About Cliradex: </b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">4-Terpineol For Deep Cleaning The chemical composition of Cliradex Light is mostly 4-Terpineol, derived from Tea Tree Oil. Tea Tree Oil is made up of over 100 chemical compounds. The most important of these is 4-Terpineol, a natural cleanser. It does not contain cineole, the component of Tea Tree Oil typically responsible for skin irritation.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Cliradex Foam Works Easy to carry, Cliradex Light Foam Cleanser has been proven to be effective on Demodex mites, blepharitis, dry eye, and other ocular issues. See our case studies for more information.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">100% Safe to Use This natural foam eyelid cleanser comes from a sustainable and reliable source. In a Repeated Insult Patch Test (RIPT) report, Cliradex Light demonstrated no sensitization, no allergic reactions, and no skin irritation.</span></li>
</ul>
<h4><span style=""color: #6f5091;""><strong>Relief from:</strong></span></h4>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Swollen or red eyelids</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Mild ocular pain or irritation</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Occasional crusty eyelids</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Dry or itchy eyes</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Ingredients:</b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">4-Terpineol, a natural organic compound found in melaleuca alternifolia. 4-Terpineol is the most important ingredient of Tea Tree Oil. The other ingredients in Cliradex are in less than 1 percent of the patented solution and are Isobutane, Cocamidopropyl Betaine, Glycerin, Caprylic/Capric, Triglyceride, Butylene Glycol, Polysorbate 20, Sorbitan Oleate.</span></li>
</ul>
<p><span style=""font-weight: 400;""><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/UWWTuCrfrqY"" height=""315"" width=""560"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe></span></p>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"Cliradex, Eyelid Cleansers, Foam, Kopy, Quickshop, Retail Product, Tea Tree Oils, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER109,0.0,shopify,continue,manual,29.95,34.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-cliradex-foam-cir-a-2-568446.png?v=1696549025,1,Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil Extract Foam - Dry Eye Treatment,false,Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil,Buy Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil Extract Foam online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-cliradex-foam-cir-a-2-568446.png?v=1696549025,kg,,,active,10,
cliradex-light-foam-eyelash-eyelid-cleanser-tea-tree-oil-extract-foam,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-cliradex-foam-cir-a-732113.png?v=1696549025,2,Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil Extract Foam - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
cliradex-light-foam-eyelash-eyelid-cleanser-tea-tree-oil-extract-foam,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-cliradex-foam-cir-b-868886.png?v=1696549025,3,Cliradex Light Foam - Eyelash & Eyelid Cleanser - Tea Tree Oil Extract Foam - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-eyelid-foam-1-month-bottle,Blephadex Eyelid Foam (1 month Bottle),"<p><span style=""color: #6f5091;""><b>Blephadex Eyelid Foam Cleanser, 1 Bottle ( 50 mL)</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is:</b></span><span style=""font-weight: 400;""> Blephadex Eyelid Foam </span><span style=""font-weight: 400;"">soothes itchy eyelids by ameliorate itchy, scratchy and flaky eyelids with a gentle formulation that's ideal for everyday use. Blephadex foam cleanser is formulated with tea tree oil to help treat dryness, plus coconut oil for superior hydration. The robust formula moisturizes, soothes, refreshes and revitalizes the delicate skin of the eyelids. </span><br></p>
<p><span style=""color: #6f5091;""><b>Benefits:</b></span><br></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Patented blend of tea tree oil and coconut oil</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">For itchy, scratchy and flaky eyelids</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Gentle formula</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Tea tree oil foaming cleanser is safe for everyday use</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Moisturizes, soothes, refreshes and revives eyelids</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">For external use only</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Instructions:</b></span><br></p>
<p><span style=""font-weight: 400;"">Wash hands before each use. Close eyes and gently cleanse lids with fingers using lateral side to side strokes. Rinse with water after each application or leave on for best results. Use every day.</span></p>
<p><span style=""color: #6f5091;""><b>Ingredients:</b></span></p>
<p><span style=""font-weight: 400;"">Aqua, Sodium Lauryl Sulfate, Aloe Barbadensis Leaf Juice, Glycerin, Cocamidopropyl Betain, Lauryl Glucoside, Polysorbate 80, Propylene Glycol, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, PEG-7 Glyceryl Cocoate, PEG-40 Hydrogenated Castor Oil, Cellulose Gum, Melaleuca Alternifolia (Tea Tree) Oil, Caprylic/Capric Triglyceride (Coconut) Oil, Citric Acid</span></p>
<ul data-mce-fragment=""1""></ul>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"all products, Blephadex, Eyelid Cleansers, Eyelid Products, Foam, Kopy, Tea Tree Oils, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER262,0.0,shopify,continue,manual,22.95,29.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-foam-cir-a-2-241023.png?v=1696549025,1,Blephadex Eyelid Foam (1 month Bottle) - Dry Eye Treatment,false,Blephadex Eyelid Foam (1 month Bottle) | Doctor Recommended,Buy Blephadex Eyelid Foam (1 month Bottle) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-foam-cir-a-2-241023.png?v=1696549025,kg,,,active,10,
blephadex-eyelid-foam-1-month-bottle,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-foam-cir-a-992229.png?v=1696549025,2,Blephadex Eyelid Foam (1 month Bottle) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-eyelid-foam-1-month-bottle,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-foam-cir-b-209084.png?v=1696549025,3,Blephadex Eyelid Foam (1 month Bottle) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
bruder-hygienic-eyelid-sheets-35-count-box-used-with-bruder-mask,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask),"<section data-element_type=""section"" data-id=""1383b8e6"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-element_type=""column"" data-id=""76ecd342"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-element_type=""widget"" data-id=""8b30209"" data-widget_type=""heading.default"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span style=""color: #6f5091;""><strong>Designed for use with the Bruder Moist Heat Eye Compress to soothe, moisturize and cleanse eye lids and lashes.</strong></span></p>
<p data-mce-fragment=""1""><span style=""color: #6f5091;""><strong>What it is:</strong></span>Use the Bruder Hygienic Eyelid Sheets with the Bruder Moist Heat Eye Compress daily to keep eyelids and lashes clean and healthy. This doctor recommended treatment helps treat dry eye symptoms, blepharitis, chalazion and other eye irritations.</p>
</div>
<p data-mce-fragment=""1""><span style=""color: #6f5091;""><strong>Easy to Use. Non-Irritating. No Mess.</strong></span></p>
<p data-mce-fragment=""1""><span>When heated, the Bruder Moist Heat Eye Compress moistens the untreated sheet. The specially designed micro fine sheets are designed to cleanse oil, debris and/or make up from eyelids and lashes. You will also enjoy an enhanced moist heat treatment while keeping your compress clean. Reduce the need for frequent washing.</span></p>
<div data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Non-allergenic</li>
<li data-mce-fragment=""1"">Non-irritating<br>
</li>
</ul>
</div>
</div>
</div>
</div>
<p data-mce-fragment=""1""><span style=""color: #6f5091;""> <strong>How to use:</strong></span></p>
</div>
</div>
</section>
<section data-element_type=""section"" data-id=""1a2b1724"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-element_type=""column"" data-id=""14cff5d4"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<section data-element_type=""section"" data-id=""214acd6"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-element_type=""widget"" data-id=""c83b6"" data-widget_type=""text-editor.default"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Microwave the Bruder Moist Heat Eye Compress per directions.</li>
<li data-mce-fragment=""1"">Place Bruder Hygienic Sheet over eyes,<br>
</li>
<li data-mce-fragment=""1"">Apply Compress</li>
<li data-mce-fragment=""1"">After treatment, gently wipe oil, debris and/or makeup from eyes and lashes.<br>
</li>
</ul>
</div>
</div>
</div>
<div data-element_type=""widget"" data-id=""22035aa5"" data-widget_type=""image.default"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1""><span style=""color: #6f5091;""><strong>Dispose after use.</strong></span></div>
</div>
</div>
</div>
<div data-element_type=""column"" data-id=""49f8e6b3"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-element_type=""widget"" data-id=""b90e38e"" data-widget_type=""text-editor.default"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">For optimal benefits of moist heat and good lid hygiene by using the Bruder Moist Heat Eye Compress and your Hygienic Eyelid Sheets together.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</section>
</div>
</div>
</div>
</div>
</div>
</section>
<div data-cel-widget=""aplus-module-12"" data-csa-c-id=""erv9xf-5u3ned-4hbtr6-dvuis3"" class=""celwidget aplus-module module-12 aplus-standard"" cel_widget_id=""aplus-module-12"">
<div class=""a-expander-collapsed-height a-row a-expander-container a-expander-partial-collapse-container"" data-a-expander-collapsed-height=""360"" data-a-expander-name=""aplus-module-expander"" aria-live=""polite"">
<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
<div class=""aplus-module-wrapper apm-spacing apm-floatnone apm-fixed-width"">
<div class=""apm-sidemodule aplus-module-content"">
<div class=""textright apm-hero-text""></div>
</div>
</div>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"Bruder, custom dry eye kits, Eyelid Cleansers, eyelid wipe, Kopy, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER251,0.0,shopify,continue,manual,16.99,19.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/bruder-sheets-cir-a-2-960122.png?v=1696549019,1,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask) - Dry Eye Treatment,false,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder,Buy Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/bruder-sheets-cir-a-2-960122.png?v=1696549019,kg,,,active,10,
bruder-hygienic-eyelid-sheets-35-count-box-used-with-bruder-mask,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/bruder-sheets-cir-a-852519.png?v=1696549019,2,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
bruder-hygienic-eyelid-sheets-35-count-box-used-with-bruder-mask,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/bruder-sheets-cir-b-834278.png?v=1696549019,3,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
bruder-hygienic-eyelid-sheets-35-count-box-used-with-bruder-mask,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/bruder-sheets-cir-c-749110.png?v=1696549019,4,Bruder Hygienic Eyelid Sheets 35 Count Box (Used with Bruder Mask) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-warming-eyelid-wipes-1-month-box-of-30,Blephadex Warming Eyelid Wipes (1 month Box of 30),"<p><span style=""color: #6f5091;""><b>Blephadex Eyelid Wipes, 30 Individually Wrapped Pre-Moistened Wipes</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is:</b> </span><span style=""font-weight: 400;"">Blephadex uses all-natural formula of tea tree oil and coconut oil specifically designed for cleaning lashes, eyelids, and the face without any harmful chemicals or burning sensation. Add a few drops of water and instantly you have effective dry eye care AND warming comfort.</span></p>
<p><span style=""color: #6f5091;""><b>About Blephadex: </b></span><span style=""font-weight: 400;"">Blephadex Eyelid Wipes has been trusted by eye doctors and eyecare professionals for years, but now you can use these all-natural wipes in your own home for the dry eye relief you need every day. Our warming wipe is our newest innovation to give you instant relief from your tired, itchy, dry eyes. Like all of our products, our warming wipes are made in the USA so that you get the highest quality ingredients and products in every box. </span></p>
<h4 class=""et_pb_module_header"" data-mce-fragment=""1"">
<span style=""color: #6f5091;""><b>Ingredients:</b></span><br>
</h4>
<p><span style=""font-weight: 400;"">PEG-8, PEG-4, Cocos Nucifera (Coconut) Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Phenoxyethanol, Ethylhexylglycerin, Polyvinylpyrlidone</span></p>
<div class=""et_pb_blurb_description"" data-mce-fragment=""1""></div>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"Blephadex, Eyelid Cleansers, Eyelid Products, eyelid wipe, Kopy, Tea Tree Oils, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER261,0.0,shopify,continue,manual,29.95,34.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-warming-cir-a-2-835070.png?v=1696549019,1,Blephadex Warming Eyelid Wipes (1 month Box of 30) - Dry Eye Treatment,false,Blephadex Warming Eyelid Wipes (1 month Box of 30),Buy Blephadex Warming Eyelid Wipes (1 month Box of 30) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-warming-cir-a-2-835070.png?v=1696549019,kg,,,active,10,
blephadex-warming-eyelid-wipes-1-month-box-of-30,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-warming-cir-a-286227.png?v=1696549019,2,Blephadex Warming Eyelid Wipes (1 month Box of 30) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-warming-eyelid-wipes-1-month-box-of-30,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-warming-cir-b-796392.png?v=1696549019,3,Blephadex Warming Eyelid Wipes (1 month Box of 30) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-warming-eyelid-wipes-1-month-box-of-30,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-warming-cir-c-408555.png?v=1696549019,4,Blephadex Warming Eyelid Wipes (1 month Box of 30) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
blephadex-eyelid-wipes-1-month-box-of-30,Blephadex Eyelid Wipes (1 month Box of 30),"<p><span style=""color: #6f5091;""><strong>Blephadex Eyelid Wipes With Tea Tree and Coconut Oil, 30 Individually Wrapped Wipes (Single Box)</strong></span></p>
<p><span style=""color: #6f5091;""><strong>What it is:</strong></span> Blephadex Eyelid Wipes soothes, cleans and moisturizes while removing excessive oils and debris. <br></p>
<p><span style=""color: #6f5091;""><strong>Benefits: </strong></span></p>
<ul>
<li>
<p>Wipes packed with powerful essential oils like Coconut Oil and Tea Tree Oil which can moisturize and soothe your itchy eyelids comfortable, with no burning sensation.</p>
</li>
<li>
<p>Made in the USA coming out of FDA Inspected, and GMP Compliant facilities, so that you know you're getting the best eyelid wipes for people there are!</p>
</li>
<li>
<p>Useful as blepharitis eye wipes to soothe red, itchy, irritated eyes!</p>
</li>
<li>
<p>Makeup Remover eye wipes are a great option for removing your makeup, can be carried with your anywhere in your purse, and are easy to use to wash off your makeup, without any pain or irritation!</p>
</li>
<li>
<p>Effective eye cleaner, taking care of all the debris, oils, and dirt thats been building up around your eyes, which is an important part of a facial beauty routine. Also is effective as demodex eye wipes, killing the mites and refreshing your eyes.</p>
</li>
</ul>
<p><span style=""color: #6f5091;""><strong>Instructions:</strong></span></p>
<ul>
<li>
<p>Wash hands before use; Close eye and gently cleanse eyelids using side-to-side strokes; Use one everyday.</p>
</li>
</ul>
<p><span style=""color: #6f5091;""><strong>Ingredients:</strong></span></p>
<p>Water, coconut oil, glycerol, aole barbadenis gel, sodium lauryl sulfate, cocamidoproply betaine, DMDM hydantoin, lauryl glucoside, melaleuca alternifolia (Tea Tree) leaf oil</p>
<p><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/PGhbZga4EAg"" height=""315"" width=""560"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe></p>
<ul data-mce-fragment=""1""></ul>",LUNOVUS,Health & Beauty,Eyelid Cleansers,"Blephadex, DryEye, Eyelid Cleansers, Eyelid Products, eyelid wipe, Kopy, Tea Tree Oils, volume_discounts, Wholesale Inventory",true,Title,Default Title,,,,,,,,1970-023,226.796185,shopify,continue,manual,22.95,29.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-cir-a-2-912492.png?v=1696549018,1,Blephadex Eyelid Wipes (1 month Box of 30) - Dry Eye Treatment,false,Blephadex Eyelid Wipes (1 month Box of 30) | Doctor Recommended,Buy Blephadex Eyelid Wipes (1 month Box of 30) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/blephadex-cir-a-2-912492.png?v=1696549018,oz,,,active,10,
